OTU_ID,C1,C2,C3,P1,P2,P3,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU579,0,0,1,0,0,1,k__Fungi,,,,,,
OTU735,0,0,0,0,0,1,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__unidentified
OTU260,0,0,0,0,0,1,k__Fungi,,,,,,
OTU160,0,0,0,0,0,1,k__Fungi,,,,,,
OTU202,0,0,0,0,0,1,k__Fungi,,,,,,
OTU747,0,0,0,0,0,1,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,s__unidentified
OTU720,0,0,0,0,0,1,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_echinula
OTU85,0,0,1,71,56,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,
OTU393,0,0,0,0,48,0,k__Fungi,,,,,,
OTU201,0,0,0,33,41,0,k__Fungi,p__Basidiomycota,,,,,
OTU404,0,0,0,0,32,0,k__Fungi,p__Ascomycota,,,,,
OTU258,0,0,0,0,31,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium,s__unidentified
OTU390,0,0,0,0,27,0,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,,
OTU403,0,0,0,0,23,0,k__Fungi,p__Ascomycota,,,,,
OTU697,0,0,0,0,21,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,,,,
OTU414,0,0,0,0,21,0,k__Fungi,p__Ascomycota,,,,,
OTU396,0,0,0,0,20,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Valsaceae,,
OTU265,0,0,0,0,20,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__Onygenaceae,g__unidentified,s__unidentified
OTU140,0,0,31,9,16,0,k__Fungi,p__Basidiomycota,,,,,
OTU187,0,0,18,0,16,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,g__unidentified,s__unidentified
OTU678,0,0,0,1,15,0,k__Fungi,p__Ascomycota,,,,,
OTU391,0,0,0,1,15,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,
OTU672,0,0,0,0,15,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Clonostachys,
OTU410,0,0,0,0,15,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hydnangiaceae,g__Laccaria,
OTU418,0,0,0,0,14,0,k__Fungi,p__Ascomycota,,,,,
OTU407,0,0,0,0,13,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Boletaceae,,
OTU411,0,0,0,0,13,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Sclerodermataceae,g__Scleroderma,s__Scleroderma_areolatum
OTU694,0,0,0,0,13,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,,
OTU415,0,0,6,1,12,0,k__Fungi,p__Ascomycota,,,,,
OTU684,0,0,0,0,12,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,g__Hydnobolites,s__unidentified
OTU398,0,0,0,0,11,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Melanogastraceae,,
OTU392,0,0,0,0,11,0,k__Fungi,,,,,,
OTU240,0,0,135,10,10,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,
OTU375,0,0,0,0,9,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Russula,s__unidentified
OTU690,0,0,0,0,9,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,
OTU677,0,0,0,0,9,0,k__Fungi,,,,,,
OTU419,0,0,0,0,9,0,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,f__unidentified,g__unidentified,s__unidentified
OTU399,0,0,0,0,9,0,k__Fungi,p__Basidiomycota,c__Tritirachiomycetes,o__Tritirachiales,f__Tritirachiaceae,g__Paratritirachium,s__unidentified
OTU671,0,0,0,1,8,0,k__Fungi,p__Basidiomycota,c__Geminibasidiomycetes,o__Geminibasidiales,f__Geminibasidiaceae,g__Geminibasidium,s__unidentified
OTU395,0,0,0,0,8,0,k__Fungi,,,,,,
OTU259,0,0,0,0,8,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Sebacina,s__unidentified
OTU416,0,0,0,0,8,0,k__Fungi,p__Ascomycota,,,,,
OTU712,0,0,0,0,7,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,,,
OTU373,0,0,0,2,6,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Boletinellaceae,g__Boletinellus,s__Boletinellus_merulioides
OTU402,0,0,0,0,6,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Albatrellaceae,g__Leucogaster,
OTU673,0,0,0,0,6,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_mutata
OTU674,0,0,0,0,6,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,g__Lycoperdon,
OTU420,0,0,0,0,6,0,k__Fungi,p__Ascomycota,,,,,
OTU621,0,0,0,8,5,0,k__Fungi,,,,,,
OTU710,0,0,0,5,5,0,k__Fungi,,,,,,
OTU33,0,0,1062,2,5,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,,
OTU700,0,0,0,2,5,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Camarophyllopsis,s__Camarophyllopsis_schulzeri
OTU670,0,0,5,0,5,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,
OTU666,0,0,0,0,5,0,k__Fungi,p__Mucoromycota,c__Umbelopsidomycetes,o__GS23,f__unidentified,g__unidentified,s__unidentified
OTU702,0,0,0,0,5,0,k__Fungi,,,,,,
OTU707,0,0,0,0,5,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Cercophora,s__Cercophora_sparsa
OTU696,0,0,0,0,5,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Cantharellales_fam_Incertae_sedis,g__Sistotrema,
OTU708,0,0,0,0,5,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Pochonia,s__Pochonia_bulbillosa
OTU715,0,0,0,0,5,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Tricholoma,s__Tricholoma_fulvum
OTU111,0,0,0,84,4,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Russula,s__Russula_subvinosa
OTU653,0,0,0,1,4,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,,
OTU249,0,0,15,0,4,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,
OTU409,0,0,0,0,4,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
OTU717,0,0,0,0,4,0,k__Fungi,,,,,,
OTU718,0,0,0,0,4,0,k__Fungi,p__Ascomycota,,,,,
OTU687,0,0,0,1,3,0,k__Fungi,,,,,,
OTU125,0,0,190,0,3,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Atheliaceae,g__Byssocorticium,s__Byssocorticium_pulchrum
OTU183,0,0,45,0,3,0,k__Fungi,p__Basidiomycota,c__Geminibasidiomycetes,o__Geminibasidiales,f__Geminibasidiaceae,g__Geminibasidium,s__unidentified
OTU238,0,0,40,0,3,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_Incertae_sedis,f__Gloniaceae,g__Cenococcum,
OTU683,0,0,0,0,3,0,k__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,s__Malassezia_restricta
OTU680,0,0,0,0,3,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,,,,
OTU401,0,0,0,0,3,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Leotiaceae,g__Leotia,s__Leotia_lubrica
OTU667,0,0,0,0,3,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,
OTU703,0,0,0,0,3,0,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__Chytridiales,f__Chytriomycetaceae,,
OTU679,0,0,0,0,3,0,k__Fungi,p__Ascomycota,,,,,
OTU37,0,0,3,5,2,0,k__Fungi,,,,,,
OTU142,0,0,112,3,2,0,k__Fungi,p__Ascomycota,,,,,
OTU62,0,0,341,1,2,0,k__Fungi,p__Ascomycota,,,,,
OTU91,0,0,154,1,2,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,s__Clavaria_falcata
OTU73,0,0,405,0,2,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,g__Hydnobolites,
OTU122,0,0,183,0,2,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Lactarius,s__Lactarius_quietus
OTU80,0,0,169,0,2,0,k__Fungi,p__Ascomycota,,,,,
OTU227,0,0,64,0,2,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Pseudotomentella,s__unidentified
OTU175,0,0,51,0,2,0,k__Fungi,,,,,,
OTU664,0,0,0,0,2,0,k__Fungi,p__Ascomycota,c__Geoglossomycetes,o__Geoglossales,f__Geoglossaceae,g__Geoglossum,s__Geoglossum_difforme
OTU709,0,0,0,0,2,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_hystrix
OTU689,0,0,0,0,2,0,Unclassified,,,,,,
OTU676,0,0,0,0,2,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,
OTU711,0,0,0,0,2,0,k__Fungi,p__Ascomycota,,,,,
OTU714,0,0,0,0,2,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,
OTU716,0,0,0,0,2,0,k__Fungi,p__Ascomycota,,,,,
OTU675,0,0,0,0,2,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Valsaceae,,
OTU198,0,0,0,64,1,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_cookei
OTU379,0,0,0,17,1,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,,,
OTU139,0,0,78,1,1,0,k__Fungi,p__Ascomycota,,,,,
OTU170,0,0,38,1,1,0,k__Fungi,p__Ascomycota,,,,,
OTU558,0,0,22,1,1,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,
OTU644,0,0,0,1,1,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,g__Nemania,s__Nemania_serpens
OTU406,0,0,0,1,1,0,k__Fungi,,,,,,
OTU103,0,0,137,0,1,0,k__Fungi,p__Ascomycota,c__Xylonomycetes,o__GS34,f__unidentified,g__unidentified,s__unidentified
OTU165,0,0,101,0,1,0,k__Fungi,,,,,,
OTU101,0,0,99,0,1,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Amanitaceae,g__Amanita,
OTU354,0,0,78,0,1,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_Incertae_sedis,f__Gloniaceae,g__Cenococcum,
OTU144,0,0,59,0,1,0,k__Fungi,p__Ascomycota,,,,,
OTU137,0,0,41,0,1,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_Incertae_sedis,f__Gloniaceae,g__Cenococcum,
OTU182,0,0,39,0,1,0,k__Fungi,p__Ascomycota,,,,,
OTU176,0,0,25,0,1,0,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,,,,
OTU540,0,0,21,0,1,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__unidentified
OTU321,0,0,20,0,1,0,k__Fungi,,,,,,
OTU357,0,0,20,0,1,0,k__Fungi,,,,,,
OTU319,0,0,17,0,1,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,
OTU340,0,0,14,0,1,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,
OTU559,0,0,13,0,1,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,
OTU533,0,0,13,0,1,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Sebacina,s__unidentified
OTU573,0,0,8,0,1,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Amanitaceae,g__Amanita,s__Amanita_nivalis
OTU544,0,0,8,0,1,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,,,
OTU539,0,0,6,0,1,0,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,,
OTU619,0,0,6,0,1,0,k__Fungi,p__Ascomycota,,,,,
OTU565,0,0,5,0,1,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavulinopsis,s__Clavulinopsis_luteoalba
OTU614,0,0,4,0,1,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_globulifera
OTU686,0,0,1,0,1,0,k__Fungi,p__Ascomycota,,,,,
OTU705,0,0,0,0,1,0,k__Fungi,p__Ascomycota,,,,,
OTU646,0,0,0,0,1,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,,,
OTU698,0,0,0,0,1,0,k__Fungi,p__Ascomycota,,,,,
OTU688,0,0,0,0,1,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Saitozyma,s__Saitozyma_podzolica
OTU691,0,0,0,0,1,0,k__Fungi,p__Ascomycota,,,,,
OTU421,0,0,0,0,1,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,,
OTU695,0,0,0,0,1,0,k__Fungi,p__Basidiomycota,,,,,
OTU693,0,0,0,0,1,0,k__Plantae,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
OTU425,0,0,0,0,1,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,,
OTU668,0,0,0,0,1,0,k__Fungi,,,,,,
OTU110,0,0,0,138,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Cudoniella,s__Cudoniella_acicularis
OTU95,0,0,0,113,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,,
OTU194,0,0,0,44,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Elaphomycetaceae,g__Elaphomyces,s__Elaphomyces_decipiens
OTU251,0,0,0,42,0,0,k__Fungi,p__Ascomycota,,,,,
OTU370,0,0,0,23,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Nectria,s__Nectria_ramulariae
OTU374,0,0,0,21,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,,,,
OTU256,0,0,2,16,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Volutella,s__unidentified
OTU366,0,0,0,16,0,0,k__Fungi,,,,,,
OTU628,0,0,0,14,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Fenestellaceae,g__Fenestella,s__Fenestella_mackenziei
OTU378,0,0,0,11,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,
OTU383,0,0,0,10,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Coniochaeta,
OTU388,0,0,0,10,0,0,k__Fungi,p__Glomeromycota,,,,,
OTU254,0,0,0,8,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__unidentified
OTU376,0,0,0,8,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,
OTU367,0,0,0,7,0,0,k__Fungi,p__Ascomycota,,,,,
OTU625,0,0,0,6,0,0,k__Fungi,p__GS19,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
OTU648,0,0,0,6,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,,,
OTU639,0,0,0,5,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_turficola
OTU641,0,0,0,5,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Cantharellales_fam_Incertae_sedis,g__Sistotrema,s__Sistotrema_sernanderi
OTU195,0,0,0,5,0,0,k__Fungi,p__Ascomycota,,,,,
OTU381,0,0,0,5,0,0,k__Fungi,p__Ascomycota,,,,,
OTU371,0,0,0,5,0,0,k__Fungi,p__Ascomycota,,,,,
OTU363,0,0,0,5,0,0,k__Fungi,p__Glomeromycota,,,,,
OTU642,0,0,0,4,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
OTU643,0,0,0,4,0,0,k__Fungi,p__Ascomycota,,,,,
OTU384,0,0,1,3,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,
OTU651,0,0,1,3,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,
OTU365,0,0,0,3,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,,
OTU649,0,0,0,3,0,0,k__Fungi,p__Mucoromycota,c__Umbelopsidomycetes,o__Umbelopsidales,f__Umbelopsidaceae,g__Umbelopsis,s__unidentified
OTU660,0,0,0,3,0,0,k__Fungi,p__Ascomycota,,,,,
OTU659,0,0,0,3,0,0,k__Fungi,,,,,,
OTU257,0,0,0,2,0,0,k__Fungi,,,,,,
OTU622,0,0,0,2,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,,,,
OTU369,0,0,0,2,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Atheliaceae,g__Athelia,
OTU364,0,0,0,2,0,0,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiaceae,g__Rhizophydium,s__unidentified
OTU386,0,0,0,2,0,0,k__Fungi,,,,,,
OTU638,0,0,0,2,0,0,k__Fungi,,,,,,
OTU90,0,0,239,1,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Russula,s__Russula_crustosa
OTU123,0,0,115,1,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Calostomataceae,g__Calostoma,s__Calostoma_cinnabarinum
OTU230,0,0,69,1,0,0,k__Fungi,,,,,,
OTU339,0,0,42,1,0,0,k__Fungi,p__Ascomycota,,,,,
OTU246,0,0,37,1,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,s__Clavaria_fragilis
OTU247,0,0,21,1,0,0,k__Fungi,p__Ascomycota,,,,,
OTU550,0,0,7,1,0,0,k__Fungi,,,,,,
OTU595,0,0,5,1,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Mollisia,s__unidentified
OTU640,0,0,3,1,0,0,k__Fungi,p__GS19,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
OTU627,0,0,0,1,0,0,k__Fungi,,,,,,
OTU661,0,0,0,1,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_terreum
OTU631,0,0,0,1,0,0,k__Fungi,p__Ascomycota,,,,,
OTU655,0,0,0,1,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__Trichoderma_sinuosum
OTU645,0,0,0,1,0,0,k__Fungi,,,,,,
OTU654,0,0,0,1,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Plectosphaerella,
OTU656,0,0,0,1,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Sphaerosporella,s__unidentified
OTU93,0,0,145,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU167,0,0,68,0,0,0,k__Fungi,,,,,,
OTU223,0,0,56,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,
OTU225,0,0,48,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU178,0,0,46,0,0,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,,
OTU237,0,0,45,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Genea,s__Genea_hispidula
OTU168,0,0,39,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Russula,
OTU242,0,0,36,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU244,0,0,33,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Camarophyllopsis,s__Camarophyllopsis_atrovelutina
OTU308,0,0,30,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,
OTU317,0,0,28,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,
OTU307,0,0,27,0,0,0,k__Fungi,,,,,,
OTU311,0,0,26,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU306,0,0,25,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Dissophora,s__Dissophora_ornata
OTU147,0,0,24,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lyophyllaceae,g__Asterophora,s__Asterophora_parasitica
OTU576,0,0,24,0,0,0,k__Fungi,,,,,,
OTU226,0,0,24,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,,
OTU347,0,0,23,0,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,
OTU322,0,0,22,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU239,0,0,22,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,,
OTU330,0,0,19,0,0,0,k__Fungi,,,,,,
OTU530,0,0,19,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Ramariopsis,s__unidentified
OTU245,0,0,18,0,0,0,k__Fungi,p__Ascomycota,c__Geoglossomycetes,o__Geoglossomycetes_ord_Incertae_sedis,f__Geoglossomycetes_fam_Incertae_sedis,g__Nothomitra,s__Nothomitra_cinnamomea
OTU344,0,0,18,0,0,0,k__Fungi,p__Basidiomycota,,,,,
OTU613,0,0,18,0,0,0,k__Fungi,,,,,,
OTU179,0,0,17,0,0,0,k__Fungi,,,,,,
OTU325,0,0,17,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU235,0,0,17,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,,,
OTU320,0,0,17,0,0,0,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__Mucor_silvaticus
OTU547,0,0,17,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,,,
OTU358,0,0,17,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Sebacina,s__unidentified
OTU309,0,0,16,0,0,0,k__Fungi,,,,,,
OTU190,0,0,16,0,0,0,k__Fungi,,,,,,
OTU359,0,0,16,0,0,0,k__Fungi,,,,,,
OTU335,0,0,15,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,g__Gliophorus,s__unidentified
OTU542,0,0,15,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU531,0,0,15,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,,
OTU324,0,0,14,0,0,0,k__Fungi,p__Glomeromycota,,,,,
OTU328,0,0,14,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Sporocadaceae,g__Pestalotiopsis,s__unidentified
OTU342,0,0,14,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Camarophyllopsis,s__Camarophyllopsis_atrovelutina
OTU549,0,0,13,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Boletaceae,g__Strobilomyces,s__Strobilomyces_strobilaceus
OTU316,0,0,13,0,0,0,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__GS20,f__unidentified,g__unidentified,s__unidentified
OTU557,0,0,13,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,
OTU304,0,0,12,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Atheliaceae,g__Byssocorticium,s__unidentified
OTU338,0,0,12,0,0,0,k__Fungi,,,,,,
OTU561,0,0,12,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU331,0,0,12,0,0,0,k__Fungi,,,,,,
OTU334,0,0,12,0,0,0,k__Fungi,,,,,,
OTU350,0,0,12,0,0,0,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Ambisporaceae,g__Ambispora,s__unidentified
OTU562,0,0,12,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU348,0,0,11,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Tremellodendropsidales,f__unidentified,g__unidentified,s__unidentified
