OTU_ID,C1,C2,C3,P1,P2,P3,Kingdom,Phylum,Class,Order,Family,Genus,Species,
OTU2414,1,1,1,1,4,3,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,,,,
OTU2005,1,1,1,6,3,3,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__cereus,
OTU2141,1,1,1,2,3,3,k__Bacteria,p__Acidobacteria,,,,,,
OTU1764,1,0,5,1,3,3,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__,s__,
OTU2312,1,0,5,1,3,3,k__Bacteria,p__Chloroflexi,c__TK10,o__B07_WMSP1,f__FFCH4570,g__,s__,
OTU271,1,1,2,1,3,3,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__JG30-KF-AS9,f__,g__,s__,
OTU3041,1,0,0,1,3,3,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU710,1,0,3,0,2,3,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU215,1,5,3,3,1,3,k__Bacteria,p__Chloroflexi,c__Ellin6529,o__,f__,g__,s__,
OTU2134,1,0,0,2,1,3,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__,f__,g__,s__,
OTU2919,1,0,1,1,1,3,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU1790,1,0,1,1,1,3,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU2719,1,0,2,0,1,3,k__Bacteria,,,,,,,
OTU232,1,1,1,0,1,3,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU1502,1,0,1,0,1,3,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1037,1,0,1,0,1,3,k__Bacteria,p__Chlorobi,c__,o__,f__,g__,s__,
OTU1126,1,0,0,2,0,3,k__Bacteria,,,,,,,
OTU2996,1,0,0,0,0,3,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU1836,1,1,23,3,5,2,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__,s__,
OTU2609,1,1,1,1,4,2,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium,s__,
OTU3060,1,0,1,1,4,2,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__,s__,
OTU2273,1,0,0,2,3,2,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__,
OTU2892,1,0,3,1,3,2,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Rhodoplanes,s__,
OTU2274,1,0,0,1,3,2,k__Bacteria,p__AD3,c__,o__,f__,g__,s__,
OTU2796,1,1,1,0,3,2,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1044,1,1,5,2,2,2,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__,s__,
OTU2625,1,0,1,1,2,2,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylocystaceae,g__,s__,
OTU2961,1,0,0,1,2,2,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU327,1,1,2,0,2,2,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU885,1,0,2,0,2,2,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__,
OTU2247,1,1,0,0,2,2,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU379,1,0,0,2,1,2,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU1454,1,0,3,1,1,2,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU603,1,0,1,1,1,2,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__JG30-KF-AS9,f__,g__,s__,
OTU3049,1,0,0,1,1,2,k__Bacteria,p__AD3,c__JG37-AG-4,o__,f__,g__,s__,
OTU1593,1,0,3,0,1,2,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__,s__,
OTU913,1,0,1,0,1,2,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU2806,1,0,0,0,1,2,k__Bacteria,p__Acidobacteria,c__TM1,o__,f__,g__,s__,
OTU2934,1,0,0,0,1,2,k__Bacteria,p__AD3,,,,,,
OTU2909,1,0,0,3,0,2,k__Bacteria,p__Chloroflexi,c__Anaerolineae,,,,,
OTU1683,1,1,7,2,0,2,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU2718,1,2,3,2,0,2,k__Bacteria,p__Actinobacteria,,,,,,
OTU927,1,1,1,2,0,2,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU2430,1,1,0,2,0,2,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU994,1,1,1,1,0,2,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU2987,1,0,1,1,0,2,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU2735,1,0,0,1,0,2,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__,s__,
OTU2950,1,0,2,0,0,2,k__Bacteria,,,,,,,
OTU2732,1,1,1,0,0,2,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU3040,1,0,0,0,0,2,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__,f__,g__,s__,
OTU1420,1,0,0,0,0,2,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU2563,1,0,0,0,0,2,k__Bacteria,p__AD3,c__JG37-AG-4,o__,f__,g__,s__,
OTU1119,1,0,0,0,0,2,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
